rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team,Game ID,end_of_rally,Score_TeamA,Score_TeamB,Set_Number,score_margin,points_to_win_A,points_to_win_B,prev_set_location,streak_A,streak_B,pass_quality,from_service_or_attack,set_loc
110,2,2,7,7,13,15,15,1,0,outside,blocked,0,3,yes,,blocked,blocked,a,3,TRUE,10,8,3,2,15,17,0,3,0,3,0,1
145,2,2,11,13,8,15,15,0,0,outside,blocked,0,3,yes,,blocked,blocked,a,3,TRUE,7,4,4,3,18,21,1,2,0,2,0,1
118,1,1,1,1,12,15,15,1,1,outside,hit,1,1,no,jump,kill,kill,a,3,TRUE,14,12,3,2,11,13,1,1,0,3,1,1
42,1,1,1,1,7,6,16,0,1,d-ball,blocked,0,2,yes,jump,tool,tool,a,3,TRUE,20,22,1,-2,5,3,0,1,0,2,1,5
31,3,2,9,10,16,6,16,0,1,d-ball,hit,1,2,no,,hit_error,hit_error,a,3,TRUE,14,17,1,-3,11,8,3,1,0,1,0,5
82,1,1,2,2,13,11,16,1,1,oppo,blocked,0,2,yes,float,tool,tool,a,3,TRUE,20,15,2,5,5,10,1,1,0,3,1,3
87,2,2,3,2,5,11,16,0,0,oppo,blocked,0,2,yes,,tool,tool,b,3,TRUE,21,19,2,2,4,6,5,0,3,1,0,3
57,1,2,2,3,8,15,16,1,1,outside,hit,1,2,yes,jump,tool,tool,b,3,TRUE,5,5,2,0,20,20,1,0,1,2,1,1
124,1,2,3,3,13,15,16,1,1,outside,hit,1,2,yes,jump,tool,tool,b,3,TRUE,17,15,3,2,8,10,3,0,1,3,1,1
19,1,1,1,2,12,26,16,1,1,outside,hit,1,1,yes,float,tool,tool,a,3,TRUE,9,10,1,-1,16,15,2,1,0,3,1,1
157,2,2,7,6,15,10,17,0,0,outside,hit,1,3,yes,,,,a,3,FALSE,14,8,4,6,11,17,2,2,0,2,0,1
50,1,2,2,2,13,11,17,1,1,oppo,blocked,0,2,yes,jump,tool,tool,b,3,TRUE,2,1,2,1,23,24,2,0,1,3,1,3
135,1,1,2,2,11,11,17,1,1,oppo,blocked,0,2,yes,float,tool,tool,a,3,TRUE,1,0,4,1,24,25,0,7,0,2,1,3
78,2,1,9,9,9,11,17,0,0,oppo,hit,1,2,no,,hit_error,hit_error,b,3,TRUE,18,13,2,5,7,12,2,0,1,2,0,3
128,1,2,3,3,6,11,17,0,0,oppo,hit,1,2,yes,jump,tool,tool,b,3,TRUE,19,17,3,2,6,8,0,0,1,2,1,3
27,1,1,4,3,13,14,17,1,1,quick,hit,1,1,yes,float,tool,tool,a,3,TRUE,13,14,1,-1,12,11,4,1,0,3,1,2
39,1,1,1,1,13,14,17,1,1,quick,hit,1,1,yes,jump,,,b,3,FALSE,18,20,1,-2,7,5,0,0,1,3,1,2
52,1,2,3,3,14,15,17,1,1,outside,hit,1,2,yes,jump,tool,tool,b,3,TRUE,3,2,2,1,22,23,2,0,1,3,1,1
60,1,2,9,9,3,15,17,0,0,outside,tip,4,3,no,float,hit_error,hit_error,a,3,TRUE,8,5,2,3,17,20,2,3,0,1,1,1
32,5,1,4,4,12,8,18,1,1,bic,hit,1,1,no,,hit_error,hit_error,b,3,TRUE,14,18,1,-4,11,7,1,0,1,3,0,4
141,1,2,3,3,16,11,18,0,0,oppo,hit,1,2,yes,jump,tool,tool,b,3,TRUE,4,3,4,1,21,22,0,0,1,1,1,3
35,1,2,3,3,13,13,18,1,1,quick,hit,1,2,no,jump,hit_error,hit_error,a,3,TRUE,17,18,1,-1,8,7,2,3,0,3,1,2
59,1,2,6,6,12,13,19,1,1,quick,hit,1,2,no,float,hit_error,hit_error,a,3,TRUE,7,5,2,2,18,20,2,2,0,3,1,2
87,1,1,5,4,12,6,20,1,1,d-ball,hit,1,2,yes,jump,,,b,3,FALSE,21,18,2,3,4,7,2,0,2,3,1,5
100,2,2,13,14,8,9,20,1,1,bic,hit,1,3,no,,hit_error,hit_error,a,3,TRUE,3,5,3,-2,22,20,1,1,0,2,0,4
167,1,1,8,3,16,6,21,0,0,d-ball,hit,1,2,yes,hybrid,tool,tool,a,3,TRUE,22,11,4,11,3,14,2,1,0,1,1,5
119,1,2,3,3,14,14,21,1,1,quick,hit,1,2,no,jump,hit_error,hit_error,a,3,TRUE,15,12,3,3,10,13,1,2,0,3,1,2
12,1,1,2,2,12,15,21,1,1,outside,hit,1,2,yes,jump,tool,tool,a,3,TRUE,6,6,1,0,19,19,2,1,0,3,1,1
117,1,2,3,3,14,15,21,1,1,outside,hit,1,2,yes,jump,tool,tool,b,3,TRUE,13,12,3,1,12,13,2,0,1,3,1,1
89,5,2,12,13,13,15,21,1,0,outside,hit,1,2,no,,hit_error,hit_error,a,3,TRUE,22,20,2,2,3,5,4,1,0,3,0,1
23,4,1,15,15,13,26,21,1,1,outside,hit,1,2,yes,,tool,tool,a,3,TRUE,11,12,1,-1,14,13,1,1,0,3,0,1
45,1,2,7,6,13,14,22,1,1,quick,hit,1,1,no,float,hit_error,hit_error,a,3,TRUE,22,23,1,-1,3,2,1,2,0,3,1,2
24,1,2,10,9,9,15,22,0,1,outside,hit,1,2,yes,jump,tool,tool,b,3,TRUE,11,13,1,-2,14,12,1,0,1,2,1,1
131,1,2,4,4,13,15,22,1,1,outside,hit,1,2,no,jump,hit_error,hit_error,a,3,TRUE,22,17,3,5,3,8,1,3,0,3,1,1
164,1,2,9,9,13,15,22,1,1,outside,hit,1,2,no,hybrid,hit_error,hit_error,a,3,TRUE,21,9,4,12,4,16,1,2,0,3,1,1
103,2,1,3,3,15,15,22,0,0,outside,hit,1,2,yes,,tool,tool,a,3,TRUE,5,6,3,-1,20,19,1,2,0,2,0,1
107,3,2,6,6,8,15,22,0,0,outside,hit,1,3,yes,,tool,tool,b,3,TRUE,7,8,3,-1,18,17,4,0,1,2,0,1
169,2,2,13,13,12,15,22,0,0,outside,hit,1,3,yes,,tool,tool,b,3,TRUE,23,12,4,11,2,13,6,0,1,3,0,1
5,1,2,1,1,13,11,24,1,1,oppo,hit,1,2,no,jump,hit_error,hit_error,a,3,TRUE,3,2,1,1,22,23,1,2,0,3,1,3
97,2,1,14,12,15,15,24,0,0,outside,hit,1,2,no,,hit_error,hit_error,b,3,TRUE,2,3,3,-1,23,22,3,0,1,2,0,1
92,1,2,2,2,13,11,25,1,1,oppo,hit,1,2,no,jump,hit_error,hit_error,a,3,TRUE,25,20,2,5,0,5,4,4,0,3,1,3
112,1,1,8,2,13,11,25,1,1,oppo,hit,1,2,yes,float,tool,tool,a,3,TRUE,11,9,3,2,14,16,0,1,0,3,1,3
153,3,1,12,12,12,11,25,0,0,oppo,hit,1,2,yes,,tool,tool,a,3,TRUE,12,7,4,5,13,18,0,1,0,3,0,3
62,4,1,12,12,13,11,25,1,0,oppo,tip,4,2,no,,hit_error,hit_error,b,3,TRUE,8,7,2,1,17,18,2,0,2,3,0,3
34,1,2,2,2,13,15,25,1,1,quick,hit,1,2,no,jump,hit_error,hit_error,a,3,TRUE,16,18,1,-2,9,7,2,2,0,3,1,2
99,2,2,10,10,9,15,25,0,0,outside,hit,1,2,yes,,tool,tool,b,3,TRUE,2,5,3,-3,23,20,6,0,3,2,0,1
28,2,1,2,3,12,26,25,1,1,outside,hit,1,2,no,,hit_error,hit_error,b,3,TRUE,13,15,1,-2,12,10,2,0,1,3,0,1
162,1,2,2,2,13,11,26,1,1,oppo,blocked,0,2,yes,jump,tool,tool,b,3,TRUE,19,9,4,10,6,16,3,0,1,3,1,3
88,2,2,3,3,13,15,26,1,1,outside,blocked,0,2,yes,,tool,tool,b,3,TRUE,21,20,2,1,4,5,1,0,4,3,0,1
104,2,2,15,15,3,15,26,0,0,outside,blocked,0,3,yes,,tool,tool,b,3,TRUE,5,7,3,-2,20,18,1,0,1,1,0,1
4,1,1,2,2,12,15,26,1,1,outside,hit,1,2,yes,float,tool,tool,a,3,TRUE,2,2,1,0,23,23,3,1,0,3,1,1
10,2,1,13,13,8,6,1,0,0,d-ball,hit,1,3,no,,kill,kill,a,4,TRUE,4,6,1,-2,21,19,1,1,0,2,0,5
37,3,1,7,3,11,8,1,1,1,bic,hit,1,1,no,,kill,kill,a,4,TRUE,18,19,1,-1,7,6,1,1,0,2,0,4
56,1,1,6,6,13,11,1,1,1,oppo,hit,1,2,no,float,,,b,4,FALSE,5,5,2,0,20,20,1,0,1,3,1,3
57,1,1,8,7,12,11,1,1,1,oppo,hit,1,2,no,float,kill,kill,a,4,TRUE,6,6,2,0,19,19,3,1,0,3,1,3
99,1,2,2,2,13,11,1,1,1,oppo,hit,1,2,yes,jump,,,a,4,FALSE,4,4,3,0,21,21,0,1,0,3,1,3
25,1,2,9,4,12,12,1,1,1,quick,hit,1,1,no,float,kill,kill,b,4,TRUE,11,14,1,-3,14,11,5,0,1,3,1,2
83,1,1,3,3,11,12,1,1,1,quick,hit,1,2,yes,jump,,,a,4,FALSE,16,21,2,-5,9,4,2,0,1,2,1,2
46,1,1,3,3,11,12,1,1,1,quick,off_speed,2,2,yes,jump,,,b,4,FALSE,0,0,2,0,25,25,1,0,4,2,1,2
58,1,2,1,2,12,13,1,1,1,quick,blocked,0,2,yes,jump,blocked,blocked,a,4,TRUE,7,6,2,1,18,19,3,2,0,3,1,2
20,1,1,10,10,13,13,1,1,1,quick,hit,1,1,no,jump,kill,kill,a,4,TRUE,9,11,1,-2,16,14,5,1,0,3,1,2
91,1,2,2,1,12,13,1,1,1,quick,hit,1,1,no,jump,,,a,4,FALSE,0,0,3,0,25,25,2,0,1,3,1,2
132,1,1,3,3,8,13,1,1,1,quick,hit,1,1,no,jump,,,a,4,FALSE,18,23,3,-5,7,2,1,0,5,2,1,2
53,3,1,2,3,11,14,1,1,1,quick,hit,1,2,no,,kill,kill,a,4,TRUE,4,4,2,0,21,21,1,1,0,2,0,2
17,1,2,3,3,11,15,1,1,1,outside,hit,1,2,no,jump,,,a,4,FALSE,6,10,1,-4,19,15,2,1,0,2,1,1
27,4,2,12,12,12,15,1,1,1,outside,hit,1,1,no,,,,a,4,FALSE,11,15,1,-4,14,10,1,0,2,3,0,1
54,2,1,25,10,14,15,1,1,1,outside,hit,1,2,no,,kill,kill,a,4,TRUE,5,4,2,1,20,21,1,2,0,3,0,1
114,4,1,15,10,13,15,1,1,1,outside,hit,1,2,no,,kill,kill,a,4,TRUE,12,12,3,0,13,13,0,1,0,3,0,1
56,2,2,2,2,8,15,1,0,0,outside,hit,1,2,yes,,,,b,4,FALSE,5,5,2,0,20,20,3,0,1,2,0,1
44,1,1,3,3,6,15,1,0,0,outside,tip,4,2,no,jump,,,b,4,FALSE,20,23,1,-3,5,2,3,0,2,2,1,1
59,1,2,3,3,8,6,2,0,0,d-ball,hit,1,3,no,jump,net,net,b,4,TRUE,7,7,2,0,18,18,2,0,1,2,1,5
3,1,1,3,3,13,8,2,1,1,bic,hit,1,1,no,jump,,,b,4,FALSE,1,1,1,0,24,24,5,0,1,3,1,4
119,1,2,7,7,12,11,2,1,1,quick,hit,1,1,no,float,,,a,4,FALSE,14,14,3,0,11,11,1,1,0,3,1,2
105,1,2,9,8,10,12,2,1,1,quick,hit,1,1,no,float,kill,kill,b,4,TRUE,8,7,3,1,17,18,1,0,1,2,1,2
90,1,2,9,3,13,13,2,1,1,quick,hit,1,1,no,float,kill,kill,b,4,TRUE,20,25,2,-5,5,0,0,0,1,3,1,2
120,5,2,14,9,13,14,2,1,1,quick,hit,1,1,no,,kill,kill,b,4,TRUE,15,15,3,0,10,10,0,0,1,3,0,2
53,1,1,2,2,14,15,2,1,1,outside,hit,1,2,no,jump,,,a,4,FALSE,3,4,2,-1,22,21,1,0,1,3,1,1
112,1,2,4,4,12,15,2,1,1,outside,hit,1,2,no,float,kill,kill,b,4,TRUE,11,11,3,0,14,14,3,0,1,3,1,1
121,1,1,3,3,12,15,2,1,1,outside,hit,1,2,no,jump,kill,kill,a,4,TRUE,16,15,3,1,9,10,2,1,0,3,1,1
86,1,2,4,5,8,15,2,0,0,outside,hit,1,3,no,jump,kill,kill,b,4,TRUE,18,23,2,-5,7,2,0,0,1,2,1,1
110,2,2,14,9,13,15,2,1,0,outside,hit,1,2,yes,,kill,kill,b,4,TRUE,10,10,3,0,15,15,1,0,1,3,0,1
51,1,1,4,4,12,8,3,1,1,bic,hit,1,2,no,jump,,,a,4,FALSE,2,3,2,-1,23,22,6,0,1,3,1,4
78,1,2,1,1,13,10,3,0,0,outside,hit,1,3,no,jump,,,b,4,FALSE,14,18,2,-4,11,7,2,1,0,3,1,1
46,2,2,7,6,9,11,3,0,0,oppo,hit,1,3,no,,kill,kill,b,4,TRUE,0,1,2,-1,25,24,2,0,5,2,0,3
117,1,2,3,3,12,12,3,1,1,quick,hit,1,1,no,jump,kill,kill,b,4,TRUE,13,14,3,-1,12,11,0,0,1,3,1,2
72,1,1,3,3,13,14,3,1,1,quick,hit,1,2,no,jump,,,b,4,FALSE,12,14,2,-2,13,11,1,0,1,3,1,2
55,1,2,2,2,13,15,3,1,1,outside,hit,1,2,no,jump,kill,kill,b,4,TRUE,5,5,2,0,20,20,1,0,1,3,1,1
104,1,1,2,1,13,15,3,1,1,outside,hit,1,2,no,jump,kill,kill,a,4,TRUE,8,6,3,2,17,19,2,1,0,3,1,1
107,1,1,3,7,14,15,3,1,1,outside,hit,1,2,no,float,kill,kill,a,4,TRUE,9,8,3,1,16,17,4,1,0,3,1,1
118,1,1,3,3,12,15,3,1,1,outside,hit,1,2,no,jump,kill,kill,a,4,TRUE,14,14,3,0,11,11,2,1,0,3,1,1
53,2,2,2,3,10,15,3,0,0,outside,roll_shot,3,3,no,,,,a,4,FALSE,3,4,2,-1,22,21,1,0,1,2,0,1
97,1,2,3,3,12,8,4,1,1,bic,hit,1,1,no,jump,kill,kill,b,4,TRUE,3,4,3,-1,22,21,0,0,1,3,1,4
100,1,2,4,3,8,11,4,1,1,oppo,hit,1,2,no,jump,kill,kill,b,4,TRUE,5,5,3,0,20,20,1,0,1,2,1,3
127,1,2,3,3,4,11,4,0,0,oppo,hit,1,3,no,jump,kill,kill,b,4,TRUE,18,19,3,-1,7,6,2,0,1,1,1,3
12,2,2,8,8,13,13,4,1,1,quick,hit,1,1,no,,kill,kill,b,4,TRUE,4,8,1,-4,21,17,0,0,2,3,0,2
93,1,1,4,4,14,14,4,1,1,quick,hit,1,2,no,jump,kill,kill,a,4,TRUE,2,1,3,1,23,24,1,1,0,3,1,2
101,1,1,2,2,14,14,4,1,1,quick,hit,1,3,no,jump,,,a,4,FALSE,5,5,3,0,20,20,3,0,1,3,1,2
92,1,2,3,3,11,15,4,1,1,outside,hit,1,1,no,jump,kill,kill,b,4,TRUE,1,1,3,0,24,24,3,0,1,2,1,1
133,1,2,3,2,13,11,5,1,1,oppo,hit,1,2,no,jump,,,a,4,FALSE,19,23,3,-4,6,2,1,1,0,3,1,3
16,1,1,6,2,12,13,5,1,1,quick,hit,1,1,no,jump,kill,kill,a,4,TRUE,6,10,1,-4,19,15,0,1,0,3,1,2
114,1,1,4,4,13,14,5,1,1,quick,hit,1,2,yes,jump,,,a,4,FALSE,11,12,3,-1,14,13,4,0,2,3,1,2
75,1,1,5,5,7,15,5,0,0,outside,blocked,0,2,yes,jump,blocked,blocked,b,4,TRUE,13,17,2,-4,12,8,2,0,2,2,1,1
36,1,2,3,3,15,15,5,1,1,outside,hit,1,3,no,jump,kill,kill,b,4,TRUE,17,19,1,-2,8,6,2,0,1,2,1,1
50,1,2,4,3,13,15,5,1,1,outside,hit,1,2,no,jump,,,b,4,FALSE,2,2,2,0,23,23,4,1,0,3,1,1
84,2,2,10,10,5,15,5,0,0,outside,hit,1,3,no,,kill,kill,b,4,TRUE,17,22,2,-5,8,3,1,0,1,1,0,1
72,2,2,3,3,13,8,6,1,1,bic,hit,1,2,no,,kill,kill,b,4,TRUE,12,15,2,-3,13,10,2,0,2,3,0,4
9,1,2,1,1,13,11,6,1,1,oppo,hit,1,2,no,float,kill,kill,b,4,TRUE,3,6,1,-3,22,19,0,0,1,3,1,3
43,3,2,11,6,8,11,6,0,0,oppo,hit,1,2,no,,kill,kill,b,4,TRUE,20,23,1,-3,5,2,1,0,2,2,0,3
134,1,2,1,1,6,11,6,0,0,oppo,hit,1,2,no,jump,kill,kill,b,4,TRUE,20,24,3,-4,5,1,1,0,1,2,1,3
35,1,1,3,3,13,13,6,1,1,quick,hit,1,1,no,jump,kill,kill,a,4,TRUE,17,18,1,-1,8,7,0,1,0,3,1,2
10,1,1,3,3,8,15,6,0,0,outside,blocked,0,3,yes,jump,,,a,4,FALSE,3,6,1,-3,22,19,3,0,1,2,1,1
22,3,1,12,12,7,15,6,0,0,outside,free_ball,5,0,no,,,,a,4,FALSE,9,12,1,-3,16,13,1,0,1,2,0,1
109,1,1,2,3,14,15,6,1,1,quick,hit,1,2,no,jump,kill,kill,a,4,TRUE,10,9,3,1,15,16,3,1,0,3,1,2
119,2,1,3,3,6,15,6,0,0,outside,roll_shot,3,2,no,,,,a,4,FALSE,14,14,3,0,11,11,2,1,0,2,0,1
11,2,1,10,10,15,7,7,0,0,d-ball,free_ball,5,0,no,,,,b,4,FALSE,4,6,1,-2,21,19,2,1,0,2,0,5
101,2,2,9,9,13,9,7,0,0,bic,free_ball,5,0,no,,,,a,4,FALSE,5,5,3,0,20,20,2,0,1,3,0,4
74,1,2,5,5,13,13,7,1,1,quick,hit,1,2,no,float,kill,kill,b,4,TRUE,13,16,2,-3,12,9,0,0,1,3,1,2
37,2,2,7,6,5,14,7,0,0,outside,free_ball,5,0,no,,,,a,4,FALSE,17,19,1,-2,8,6,2,0,1,1,0,1
37,1,1,4,3,12,14,7,1,1,quick,tip,4,2,no,jump,,,a,4,FALSE,17,19,1,-2,8,6,1,0,1,3,1,2
108,1,2,3,3,14,15,7,1,1,outside,roll_shot,3,1,no,jump,,,b,4,FALSE,9,8,3,1,16,17,1,1,0,3,1,1
132,4,1,7,4,6,15,7,0,0,outside,roll_shot,3,2,no,,kill,kill,a,4,TRUE,19,23,3,-4,6,2,1,1,0,2,0,1
33,2,2,15,15,10,6,8,0,0,d-ball,blocked,0,3,yes,,blocked,blocked,a,4,TRUE,16,17,1,-1,9,8,1,4,0,2,0,5
11,3,2,7,9,12,8,8,1,1,bic,hit,1,2,no,,kill,kill,b,4,TRUE,4,7,1,-3,21,18,5,0,1,3,0,4
111,1,1,2,2,13,11,8,1,1,oppo,hit,1,2,no,jump,kill,kill,a,4,TRUE,11,10,3,1,14,15,1,1,0,3,1,3
6,1,2,2,2,13,14,8,1,1,quick,hit,1,2,yes,jump,,,b,4,FALSE,2,3,1,-1,23,22,2,1,0,3,1,2
68,1,1,8,3,13,14,8,1,1,quick,hit,1,2,no,hybrid,kill,kill,a,4,TRUE,10,13,2,-3,15,12,3,1,0,3,1,2
126,1,1,3,3,14,14,8,1,1,quick,hit,1,1,no,jump,kill,kill,a,4,TRUE,18,18,3,0,7,7,0,1,0,3,1,2
6,2,1,8,6,9,15,8,0,0,outside,blocked,0,3,yes,,blocked,blocked,b,4,TRUE,2,4,1,-2,23,21,2,0,1,2,0,1
67,1,2,5,5,13,11,9,1,1,oppo,hit,1,2,yes,jump,kill,kill,b,4,TRUE,9,13,2,-4,16,12,1,0,1,3,1,3
94,1,2,2,2,13,13,9,1,1,quick,hit,1,1,no,jump,kill,kill,b,4,TRUE,2,2,3,0,23,23,2,0,1,3,1,2
124,1,2,3,2,13,14,9,1,1,quick,hit,1,1,no,jump,kill,kill,b,4,TRUE,17,17,3,0,8,8,2,0,1,3,1,2
132,3,2,12,12,13,15,9,0,0,outside,hit,1,3,yes,,,,a,4,FALSE,18,23,3,-5,7,2,3,0,5,3,0,1
42,1,2,8,8,13,11,10,1,1,oppo,hit,1,1,no,float,kill,kill,b,4,TRUE,20,22,1,-2,5,3,0,0,1,3,1,3
7,2,2,15,8,12,13,10,1,1,quick,hit,1,1,no,,kill,kill,b,4,TRUE,2,5,1,-3,23,20,3,0,2,3,0,2
11,1,2,1,1,13,13,10,1,1,quick,hit,1,1,no,jump,,,b,4,FALSE,4,6,1,-2,21,19,5,1,0,3,1,2
101,3,1,7,6,13,13,10,1,1,quick,hit,1,3,no,,kill,kill,a,4,TRUE,6,5,3,1,19,20,4,1,0,3,0,2
4,1,1,3,3,13,14,10,1,1,quick,hit,1,1,no,jump,,,b,4,FALSE,1,2,1,-1,24,23,1,0,2,3,1,2
5,1,1,3,3,14,14,10,1,1,quick,hit,1,1,no,jump,,,a,4,FALSE,1,3,1,-2,24,22,0,0,3,3,1,2
62,1,1,3,3,13,14,10,1,1,quick,hit,1,1,no,jump,,,b,4,FALSE,8,8,2,0,17,17,0,0,1,3,1,2
66,1,1,3,3,8,15,10,0,0,outside,blocked,0,2,yes,jump,,,a,4,FALSE,8,12,2,-4,17,13,1,0,5,2,1,1
84,1,2,9,10,8,15,10,0,0,outside,blocked,0,2,yes,float,,,b,4,FALSE,17,21,2,-4,8,4,1,1,0,2,1,1
2,1,2,3,3,12,15,10,1,1,outside,hit,1,1,no,jump,,,b,4,FALSE,1,0,1,1,24,25,0,1,0,3,1,1
66,2,1,10,10,13,15,10,1,1,outside,hit,1,2,no,,,,a,4,FALSE,8,12,2,-4,17,13,1,0,5,3,0,1
79,1,1,3,3,13,11,11,1,1,oppo,blocked,0,2,yes,jump,blocked,blocked,b,4,TRUE,14,20,2,-6,11,5,3,0,2,3,1,3
78,2,1,3,3,7,11,11,0,0,oppo,blocked,0,2,yes,,blocked,blocked,b,4,TRUE,14,19,2,-5,11,6,1,0,1,2,0,3
47,1,1,3,3,12,11,11,1,1,oppo,hit,1,2,yes,jump,,,a,4,FALSE,0,1,2,-1,25,24,3,0,5,3,1,3
5,5,2,3,3,13,13,11,1,1,quick,tip,4,2,no,,kill,kill,a,4,TRUE,2,3,1,-1,23,22,3,1,0,3,0,2
44,2,2,6,6,2,15,11,0,0,outside,blocked,0,3,yes,,,,b,4,FALSE,20,23,1,-3,5,2,1,0,2,1,0,1
52,1,2,9,10,12,15,11,1,1,outside,hit,1,2,yes,float,kill,kill,b,4,TRUE,3,4,2,-1,22,21,5,0,1,3,1,1
43,2,1,13,13,11,15,11,0,0,outside,tip,4,3,no,,,,b,4,FALSE,20,22,1,-2,5,3,1,0,1,2,0,1
26,1,1,3,3,13,8,12,1,1,bic,tip,4,2,yes,jump,,,b,4,FALSE,11,14,1,-3,14,11,2,0,1,3,1,4
22,4,2,11,11,12,11,12,1,1,oppo,blocked,0,2,yes,,blocked,blocked,a,4,TRUE,10,12,1,-2,15,13,1,1,0,3,0,3
114,2,2,7,7,12,11,12,0,0,oppo,blocked,0,2,yes,,,,a,4,FALSE,11,12,3,-1,14,13,2,0,2,3,0,3
132,2,2,6,6,7,11,12,0,0,oppo,blocked,0,3,yes,,,,a,4,FALSE,18,23,3,-5,7,2,2,0,5,2,0,3
120,1,2,7,7,12,11,12,1,1,quick,hit,1,2,yes,float,,,b,4,FALSE,15,14,3,1,10,11,1,2,0,3,1,2
123,1,1,3,3,12,13,12,1,1,quick,hit,1,1,yes,jump,kill,kill,a,4,TRUE,17,16,3,1,8,9,0,1,0,3,1,2
23,1,2,4,5,14,15,12,1,1,outside,tip,4,2,no,jump,kill,kill,b,4,TRUE,10,13,1,-3,15,12,3,0,1,3,1,1
87,1,1,3,3,13,15,12,1,1,outside,tip,4,2,no,jump,,,a,4,FALSE,18,23,2,-5,7,2,1,0,1,3,1,1
131,2,2,13,13,13,15,12,1,1,outside,tip,4,1,no,,kill,kill,b,4,TRUE,18,23,3,-5,7,2,3,0,5,3,0,1
27,3,1,12,12,8,15,12,0,0,outside,tip,4,1,yes,,,,a,4,FALSE,11,15,1,-4,14,10,0,0,2,2,0,1
19,3,2,25,10,3,6,13,0,0,d-ball,hit,1,3,yes,,kill,kill,b,4,TRUE,8,11,1,-3,17,14,3,0,1,1,0,5
128,1,1,2,2,26,8,13,0,0,bic,blocked,0,2,yes,jump,blocked,blocked,b,4,TRUE,18,20,3,-2,7,5,3,0,2,1,1,4
131,1,1,3,3,6,11,13,0,0,oppo,tip,4,2,no,jump,,,b,4,FALSE,18,22,3,-4,7,3,2,0,4,2,1,3
26,2,2,12,13,13,13,13,0,0,bic,blocked,0,1,yes,,,,b,4,FALSE,11,14,1,-3,14,11,4,0,1,3,0,4
39,1,1,3,3,12,13,13,1,1,quick,hit,1,2,yes,jump,kill,kill,a,4,TRUE,19,20,1,-1,6,5,0,1,0,3,1,2
82,1,2,3,3,13,13,13,1,1,quick,hit,1,2,yes,jump,kill,kill,b,4,TRUE,16,21,2,-5,9,4,2,0,1,3,1,2
77,1,1,4,5,13,14,13,1,1,quick,hit,1,2,yes,jump,kill,kill,a,4,TRUE,14,18,2,-4,11,7,2,1,0,3,1,2
115,1,2,3,3,13,14,13,1,1,quick,hit,1,2,yes,jump,kill,kill,b,4,TRUE,12,13,3,-1,13,12,1,0,1,3,1,2
22,1,1,2,2,16,14,13,0,0,quick,tip,4,2,yes,jump,,,a,4,FALSE,9,12,1,-3,16,13,0,0,1,1,1,2
136,1,2,2,2,11,15,13,1,1,outside,blocked,0,2,yes,jump,,,b,4,FALSE,21,24,3,-3,4,1,1,1,0,2,1,1
43,1,1,4,3,8,15,13,0,0,outside,blocked,0,3,yes,jump,,,b,4,FALSE,20,22,1,-2,5,3,3,0,1,2,1,1
133,2,1,5,5,8,15,13,0,0,outside,hit,1,2,yes,,kill,kill,a,4,TRUE,20,23,3,-3,5,2,3,2,0,2,0,1
22,2,2,13,13,13,15,13,1,1,outside,tip,4,2,yes,,,,a,4,FALSE,9,12,1,-3,16,13,2,0,1,3,0,1
76,1,1,2,2,13,13,14,1,1,quick,blocked,0,2,yes,jump,blocked,blocked,b,4,TRUE,13,18,2,-5,12,7,1,0,3,3,1,2
50,2,1,9,10,18,14,14,0,0,outside,blocked,0,2,yes,,,,b,4,FALSE,2,2,2,0,23,23,1,1,0,1,0,1
103,1,2,4,3,14,14,14,1,1,quick,hit,1,1,no,jump,kill,kill,b,4,TRUE,7,6,3,1,18,19,0,0,1,3,1,2
110,1,2,4,4,12,15,14,1,1,outside,blocked,0,2,yes,jump,,,b,4,FALSE,10,9,3,1,15,16,2,1,0,3,1,1
17,2,1,1,1,1,15,14,0,0,outside,blocked,0,3,yes,,,,a,4,FALSE,6,10,1,-4,19,15,1,1,0,1,0,1
65,1,1,3,3,8,15,14,0,0,outside,blocked,0,2,yes,jump,blocked,blocked,b,4,TRUE,8,12,2,-4,17,13,0,0,5,2,1,1
5,3,1,15,10,15,15,14,0,0,outside,off_speed,2,2,no,,,,a,4,FALSE,1,3,1,-2,24,22,3,0,3,2,0,1
7,1,1,1,2,3,6,15,0,0,oppo,free_ball,5,0,no,jump,,,b,4,FALSE,2,4,1,-2,23,21,1,0,1,1,1,3
49,1,1,9,4,13,8,15,1,1,bic,hit,1,3,yes,jump,kill,kill,a,4,TRUE,2,2,2,0,23,23,0,1,0,3,1,4
99,2,1,1,6,14,11,15,1,1,outside,hit,1,3,yes,,kill,kill,a,4,TRUE,5,4,3,1,20,21,3,2,0,3,0,1
62,2,2,10,10,3,11,15,0,0,oppo,hit,1,3,yes,,kill,kill,b,4,TRUE,8,9,2,-1,17,16,2,0,2,1,0,3
5,2,2,9,9,10,11,15,0,0,oppo,tip,4,2,no,,,,a,4,FALSE,1,3,1,-2,24,22,2,0,3,2,0,3
33,1,2,4,3,9,15,15,0,0,outside,blocked,0,3,yes,jump,,,a,4,FALSE,15,17,1,-2,10,8,0,3,0,2,1,1
