rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team,Game ID,end_of_rally,Score_TeamA,Score_TeamB,Set_Number,score_margin,points_to_win_A,points_to_win_B,prev_set_location,streak_A,streak_B,pass_quality,from_service_or_attack,set_loc
47,1,1,7,6,13,15,13,0,0,outside,hit,1,2,yes,float,,,b,1,FALSE,2,1,2,1,23,24,1,0,1,3,1,1
146,2,2,13,13,10,15,13,0,0,outside,off_speed,2,3,yes,,,,a,1,FALSE,7,1,4,6,18,24,2,2,0,2,0,1
1,3,2,6,6,21,25,13,0,0,outside,free_ball,5,0,no,,,,a,1,FALSE,0,0,1,0,25,25,3,0,0,1,0,1
45,2,2,6,6,9,26,13,0,0,outside,roll_shot,3,0,no,,,,a,1,FALSE,1,0,2,1,24,25,4,2,0,2,0,1
90,5,2,14,13,9,15,14,0,0,oppo,blocked,0,3,yes,,kill,kill,a,1,TRUE,25,22,2,3,0,3,3,2,0,2,0,3
116,1,1,8,8,12,15,14,1,1,outside,hit,1,2,no,float,kill,kill,a,1,TRUE,14,12,3,2,11,13,4,1,0,3,1,1
90,2,1,6,7,14,15,14,0,0,outside,hit,1,2,no,,,,a,1,FALSE,24,22,2,2,1,3,2,1,0,3,0,1
29,2,1,13,13,13,15,14,1,1,quick,overpass,0,1,no,,kill,kill,a,1,TRUE,17,12,1,5,8,13,0,4,0,3,0,2
20,1,2,3,2,12,11,15,1,1,oppo,hit,1,2,yes,jump,,,a,1,FALSE,10,9,1,1,15,16,2,2,0,3,1,3
34,5,1,6,6,8,11,15,0,0,outside,hit,1,2,yes,,,,a,1,FALSE,18,15,1,3,7,10,1,0,1,2,0,1
185,2,1,12,12,13,11,15,1,1,oppo,tip,4,2,no,,,,a,1,FALSE,3,2,5,1,22,23,0,1,0,3,0,3
31,4,2,6,7,11,12,15,0,0,quick,tip,4,2,no,,,,b,1,FALSE,17,13,1,4,8,12,3,0,1,2,0,2
180,1,2,4,3,13,14,15,1,1,quick,blocked,0,1,yes,jump,,,a,1,FALSE,0,0,5,0,25,25,3,1,0,3,1,2
100,1,2,7,2,3,15,15,0,0,outside,blocked,0,3,yes,jump,kill,kill,a,1,TRUE,5,5,3,0,20,20,0,2,0,1,1,1
20,3,2,11,11,8,15,15,0,0,outside,roll_shot,3,1,no,,hit_error,hit_error,a,1,TRUE,11,9,1,2,14,16,0,3,0,2,0,1
77,2,1,6,6,8,11,16,0,0,outside,blocked,0,3,yes,,blocked,blocked,a,1,TRUE,17,17,2,0,8,8,2,4,0,2,0,1
60,1,1,4,4,13,14,16,1,1,quick,hit,1,2,yes,jump,tool,tool,a,1,TRUE,7,10,2,-3,18,15,3,1,0,3,1,2
109,1,2,8,3,13,14,16,1,1,quick,hit,1,2,yes,jump,tool,tool,b,1,TRUE,10,9,3,1,15,16,1,0,1,3,1,2
11,2,2,12,11,4,15,16,0,0,outside,hit,1,3,yes,,tool,tool,b,1,TRUE,6,5,1,1,19,20,2,0,2,1,0,1
153,4,1,8,7,12,15,16,1,1,outside,tip,4,2,no,,hit_error,hit_error,b,1,TRUE,11,5,4,6,14,20,3,0,1,3,0,1
160,3,2,3,3,13,11,17,1,1,oppo,hit,1,2,yes,,tool,tool,b,1,TRUE,14,9,4,5,11,16,1,0,2,3,0,3
1,2,1,7,6,3,11,17,0,0,oppo,hit,1,3,no,,,,a,1,FALSE,0,0,1,0,25,25,2,0,0,1,0,3
30,2,1,14,13,9,11,17,0,0,oppo,hit,1,1,no,,hit_error,hit_error,b,1,TRUE,17,13,1,4,8,12,2,0,1,2,0,3
121,7,2,3,3,13,13,17,1,1,bic,hit,1,2,yes,,tool,tool,b,1,TRUE,16,15,3,1,9,10,2,0,3,3,0,4
48,2,2,10,10,12,14,17,0,0,outside,blocked,0,2,yes,,,,b,1,FALSE,2,2,2,0,23,23,1,0,2,3,0,1
50,1,2,3,3,11,15,17,1,1,outside,hit,1,1,yes,jump,tool,tool,b,1,TRUE,3,4,2,-1,22,21,3,0,1,2,1,1
95,1,1,4,4,13,15,17,1,1,outside,hit,1,2,no,jump,hit_error,hit_error,b,1,TRUE,2,3,3,-1,23,22,4,0,2,3,1,1
105,2,2,12,6,9,15,17,0,0,outside,hit,1,2,yes,,tool,tool,b,1,TRUE,8,7,3,1,17,18,1,0,2,2,0,1
51,5,1,13,13,13,11,18,1,1,oppo,hit,1,2,no,,hit_error,hit_error,b,1,TRUE,3,5,2,-2,22,20,1,0,2,3,0,3
59,1,1,10,9,3,11,18,0,0,oppo,hit,1,3,no,jump,hit_error,hit_error,b,1,TRUE,6,10,2,-4,19,15,2,0,2,1,1,3
185,4,1,8,7,8,11,18,0,0,oppo,hit,1,2,yes,,tool,tool,a,1,TRUE,4,2,5,2,21,23,3,2,0,2,0,3
145,1,2,4,4,13,15,18,1,1,outside,hit,1,1,no,jump,hit_error,hit_error,a,1,TRUE,7,1,4,6,18,24,2,2,0,3,1,1
180,2,2,15,15,8,11,19,0,0,oppo,hit,1,2,no,,hit_error,hit_error,a,1,TRUE,1,0,5,1,24,25,2,2,0,2,0,3
3,2,2,12,12,12,13,19,1,1,bic,hit,1,3,no,,hit_error,hit_error,a,1,TRUE,2,1,1,1,23,24,3,1,0,3,0,4
27,1,2,9,9,13,15,19,1,1,outside,hit,1,2,yes,float,,,a,1,FALSE,14,12,1,2,11,13,0,1,0,3,1,1
173,3,1,13,14,13,11,20,1,1,oppo,hit,1,2,yes,,tool,tool,a,1,TRUE,21,15,4,6,4,10,0,1,0,3,0,3
6,1,2,4,3,26,15,20,0,0,outside,hit,1,3,no,jump,hit_error,hit_error,a,1,TRUE,4,2,1,2,21,23,2,2,0,1,1,1
75,3,2,6,6,12,15,20,1,1,outside,off_speed,2,2,no,,hit_error,hit_error,a,1,TRUE,15,17,2,-2,10,8,1,2,0,3,0,1
49,2,2,10,10,8,11,21,1,1,oppo,hit,1,2,no,,hit_error,hit_error,a,1,TRUE,3,3,2,0,22,22,2,1,0,2,0,3
39,1,2,3,3,13,15,21,1,1,outside,hit,1,2,no,jump,hit_error,hit_error,a,1,TRUE,22,17,1,5,3,8,2,2,0,3,1,1
9,1,2,8,8,8,15,21,0,0,outside,hit,1,3,no,float,hit_error,hit_error,a,1,TRUE,6,3,1,3,19,22,1,2,0,2,1,1
47,3,1,8,8,4,15,21,0,0,outside,hit,1,2,no,,hit_error,hit_error,b,1,TRUE,2,2,2,0,23,23,3,0,2,1,0,1
7,1,2,5,5,7,15,22,1,1,outside,hit,1,2,yes,jump,tool,tool,b,1,TRUE,4,3,1,1,21,22,1,0,1,2,1,1
123,1,2,2,3,12,15,22,1,1,outside,hit,1,2,yes,jump,tool,tool,b,1,TRUE,17,16,3,1,8,9,3,0,1,3,1,1
114,2,1,3,3,13,11,23,1,1,oppo,hit,1,2,yes,,tool,tool,a,1,TRUE,13,11,3,2,12,14,1,2,0,3,0,3
38,1,1,4,5,12,13,23,1,1,quick,hit,1,2,yes,jump,tool,tool,a,1,TRUE,21,17,1,4,4,8,1,1,0,3,1,2
134,1,1,5,4,11,13,23,1,1,quick,hit,1,2,no,jump,,,a,1,TRUE,23,21,3,2,2,4,0,1,0,2,1,2
119,1,2,3,3,13,13,24,1,1,quick,hit,1,2,yes,jump,tool,tool,b,1,TRUE,16,13,3,3,9,12,0,0,1,3,1,2
82,3,2,12,14,12,13,24,1,1,bic,hit,1,3,no,,hit_error,hit_error,a,1,TRUE,20,19,2,1,5,6,1,2,0,3,0,4
87,1,2,2,2,13,15,24,1,1,outside,hit,1,2,no,jump,hit_error,hit_error,a,1,TRUE,23,21,2,2,2,4,1,2,0,3,1,1
140,2,1,10,14,13,15,24,1,1,outside,hit,1,2,yes,,tool,tool,a,1,TRUE,3,0,4,3,22,25,1,4,0,3,0,1
122,1,1,4,4,13,11,25,1,1,oppo,off_speed,2,2,yes,jump,tool,tool,a,1,TRUE,17,15,3,2,8,10,4,1,0,3,1,3
108,1,1,7,7,12,13,25,1,1,quick,hit,1,2,yes,float,,,a,1,FALSE,9,8,3,1,16,17,0,0,1,3,1,2
170,1,2,2,2,12,13,25,1,1,bic,hit,1,3,yes,jump,tool,tool,b,1,TRUE,19,14,4,5,6,11,3,0,1,3,1,4
48,1,1,6,6,12,15,25,1,1,outside,hit,1,2,no,float,,,b,1,FALSE,2,2,2,0,23,23,1,0,2,3,1,1
158,5,2,10,9,13,15,25,1,1,outside,hit,1,2,no,,hit_error,hit_error,a,1,TRUE,14,7,4,7,11,18,2,2,0,3,0,1
21,3,2,15,15,13,11,26,0,0,oppo,hit,1,2,yes,,tool,tool,b,1,TRUE,11,10,1,1,14,15,0,0,1,3,0,3
136,1,2,3,3,12,11,26,1,1,oppo,off_speed,2,2,yes,jump,tool,tool,b,1,TRUE,24,22,3,2,1,3,0,0,1,3,1,3
46,1,2,1,2,13,15,26,1,1,outside,hit,1,2,yes,jump,tool,tool,b,1,TRUE,2,1,2,1,23,24,1,0,1,3,1,1
37,3,2,15,15,14,15,26,0,0,outside,hit,1,2,yes,,tool,tool,b,1,TRUE,20,17,1,3,5,8,1,0,1,3,0,1
128,3,2,6,6,26,6,1,0,0,outside,hit,1,2,no,,,,a,2,FALSE,22,20,3,2,3,5,1,1,0,1,0,1
39,2,2,15,15,13,11,1,1,1,oppo,hit,1,2,no,,,,a,2,FALSE,18,20,1,-2,7,5,2,1,0,3,0,3
99,1,1,2,2,13,11,1,1,1,oppo,hit,1,2,no,jump,,,a,2,FALSE,6,7,3,-1,19,18,4,0,1,3,1,3
107,1,1,9,9,13,11,1,1,1,oppo,hit,1,2,no,float,kill,kill,a,2,TRUE,11,11,3,0,14,14,1,1,0,3,1,3
55,1,2,3,3,13,11,1,1,1,oppo,off_speed,2,2,no,jump,,,b,2,FALSE,6,1,2,5,19,24,0,5,0,3,1,3
86,1,2,3,3,12,13,1,1,1,quick,hit,1,2,yes,jump,,,a,2,FALSE,0,0,3,0,25,25,2,1,0,3,1,2
91,1,1,3,3,13,13,1,1,1,quick,hit,1,1,no,jump,,,b,2,FALSE,3,2,3,1,22,23,3,0,1,3,1,2
40,1,2,2,2,13,13,1,1,1,bic,hit,1,3,no,jump,,,b,2,FALSE,19,20,1,-1,6,5,2,2,0,3,1,4
89,2,2,13,13,13,14,1,0,0,outside,hit,1,2,no,,,,a,2,FALSE,2,1,3,1,23,24,2,1,0,3,0,1
2,1,2,1,1,13,15,1,1,1,outside,hit,1,2,no,jump,kill,kill,b,2,TRUE,1,1,1,0,24,24,0,0,1,3,1,1
80,1,2,8,8,14,15,1,1,1,outside,hit,1,2,yes,float,kill,kill,a,2,TRUE,23,10,2,13,2,15,0,2,0,3,1,1
67,2,1,7,6,9,15,1,0,0,outside,hit,1,3,no,,,,a,2,FALSE,14,5,2,9,11,20,2,3,0,2,0,1
74,1,2,2,2,8,15,1,0,0,outside,hit,1,2,yes,jump,,,a,2,FALSE,18,8,2,10,7,17,1,1,0,2,1,1
95,1,1,7,2,9,15,1,0,0,outside,off_speed,2,2,no,jump,,,a,2,FALSE,4,5,3,-1,21,20,0,0,1,2,1,1
14,2,2,3,3,24,8,2,0,0,bic,off_speed,2,3,no,,,,b,2,FALSE,6,7,1,-1,19,18,3,0,1,1,0,4
106,2,2,10,10,21,10,2,0,0,outside,free_ball,5,0,no,,,,b,2,FALSE,10,10,3,0,15,15,2,0,1,1,0,1
95,2,2,10,9,12,11,2,1,1,oppo,hit,1,2,no,,,,a,2,FALSE,4,5,3,-1,21,20,1,0,1,3,0,3
97,1,1,8,8,13,11,2,1,1,oppo,hit,1,2,no,float,kill,kill,a,2,TRUE,6,6,3,0,19,19,1,1,0,3,1,3
50,1,1,7,7,13,13,2,1,1,quick,hit,1,2,no,float,kill,kill,a,2,TRUE,2,1,2,1,23,24,0,1,0,3,1,2
77,1,1,9,4,12,13,2,1,1,quick,hit,1,2,no,jump,,,a,2,FALSE,20,9,2,11,5,16,0,0,1,3,1,2
27,1,2,5,9,14,15,2,1,1,outside,hit,1,2,no,float,kill,kill,b,2,TRUE,13,14,1,-1,12,11,1,0,1,3,1,1
118,4,1,15,15,13,11,3,1,1,oppo,blocked,0,2,yes,,,,b,2,FALSE,17,15,3,2,8,10,0,2,0,3,0,3
14,1,1,5,5,13,11,3,1,1,oppo,hit,1,2,no,jump,,,b,2,FALSE,6,7,1,-1,19,18,0,0,1,3,1,3
58,2,2,15,14,8,11,3,0,0,oppo,off_speed,2,2,no,,,,b,2,FALSE,7,3,2,4,18,22,3,0,1,2,0,3
70,1,2,4,4,12,12,3,1,1,quick,hit,1,2,no,jump,kill,kill,b,2,TRUE,16,7,2,9,9,18,1,0,1,3,1,2
41,1,1,8,3,11,12,3,0,0,quick,hit,1,2,yes,jump,,,a,2,FALSE,19,21,1,-2,6,4,0,0,1,2,1,2
59,1,1,3,3,13,13,3,1,1,quick,hit,1,2,no,jump,,,a,2,FALSE,7,4,2,3,18,21,4,0,2,3,1,2
68,1,2,2,2,13,13,3,1,1,quick,hit,1,2,no,jump,kill,kill,b,2,TRUE,15,6,2,9,10,19,0,0,1,3,1,2
100,2,2,13,13,13,13,3,1,1,quick,hit,1,2,no,,kill,kill,b,2,TRUE,7,8,3,-1,18,17,2,0,1,3,0,2
98,1,2,2,2,13,13,3,1,1,bic,hit,1,3,no,jump,kill,kill,b,2,TRUE,6,7,3,-1,19,18,3,0,1,3,1,4
118,1,2,3,2,13,13,3,1,1,bic,hit,1,3,no,jump,,,b,2,FALSE,17,15,3,2,8,10,1,2,0,3,1,4
123,2,2,12,12,13,14,3,1,1,quick,hit,1,1,yes,,,,a,2,FALSE,19,18,3,1,6,7,3,0,2,3,0,2
12,2,1,3,3,13,15,3,1,1,outside,hit,1,2,no,,,,a,2,FALSE,5,6,1,-1,20,19,1,1,0,3,0,1
117,3,1,14,14,8,15,3,0,0,outside,hit,1,2,no,,,,a,2,FALSE,16,15,3,1,9,10,1,1,0,2,0,1
123,3,1,3,3,13,15,3,1,1,outside,off_speed,2,2,yes,,kill,kill,a,2,TRUE,20,18,3,2,5,7,2,1,0,3,0,1
12,1,2,3,3,11,15,3,1,1,outside,roll_shot,3,2,no,jump,,,a,2,FALSE,5,6,1,-1,20,19,1,1,0,2,1,1
18,1,1,5,4,3,15,3,0,0,outside,roll_shot,3,3,no,jump,,,a,2,FALSE,6,11,1,-5,19,14,1,0,5,1,1,1
5,1,1,8,7,13,6,4,1,1,oppo,hit,1,2,no,jump,,,a,2,FALSE,2,2,1,0,23,23,1,0,1,3,1,3
84,1,1,5,4,21,10,4,0,0,outside,hit,1,2,no,jump,,,b,2,FALSE,24,12,2,12,1,13,3,0,2,1,1,1
119,1,1,3,3,12,11,4,1,1,oppo,hit,1,2,no,jump,,,a,2,FALSE,17,16,3,1,8,9,0,0,1,3,1,3
126,1,2,2,2,13,11,4,1,1,oppo,hit,1,2,no,jump,kill,kill,b,2,TRUE,21,20,3,1,4,5,0,0,1,3,1,3
118,2,1,3,3,10,11,4,0,0,oppo,off_speed,2,2,no,,,,b,2,FALSE,17,15,3,2,8,10,4,2,0,2,0,3
113,6,1,6,6,13,13,4,1,1,quick,hit,1,1,no,,kill,kill,a,2,TRUE,14,14,3,0,11,11,0,1,0,3,0,2
28,1,1,3,3,13,14,4,1,1,quick,hit,1,1,no,jump,,,a,2,FALSE,13,14,1,-1,12,11,1,0,1,3,1,2
9,1,1,2,2,7,15,4,0,0,outside,hit,1,2,no,jump,,,a,2,FALSE,3,5,1,-2,22,20,0,0,3,2,1,1
43,1,2,6,2,3,15,4,0,0,outside,hit,1,3,yes,jump,,,a,2,FALSE,21,21,1,0,4,4,1,2,0,1,1,1
46,2,1,12,12,11,15,4,0,0,outside,hit,1,2,no,,kill,kill,a,2,TRUE,24,22,1,2,1,3,2,2,0,2,0,1
128,2,1,4,3,10,15,4,0,0,outside,hit,1,2,no,,,,a,2,FALSE,22,20,3,2,3,5,1,1,0,2,0,1
82,2,1,8,9,13,11,5,1,1,oppo,hit,1,2,no,,,,b,2,FALSE,24,10,2,14,1,15,1,3,0,3,0,3
20,1,2,10,4,24,12,5,0,0,d-ball,off_speed,2,3,no,jump,,,a,2,FALSE,8,11,1,-3,17,14,0,2,0,1,1,5
116,1,1,8,8,13,13,5,1,1,quick,hit,1,2,no,float,,,a,2,FALSE,15,15,3,0,10,10,2,0,1,3,1,2
6,3,1,13,14,13,14,5,0,0,outside,free_ball,5,0,no,,,,b,2,FALSE,3,2,1,1,22,23,6,1,0,3,0,1
34,1,2,4,4,13,15,5,1,1,outside,hit,1,1,no,jump,,,a,2,FALSE,16,17,1,-1,9,8,1,1,0,3,1,1
36,2,2,9,9,13,15,5,1,1,outside,hit,1,2,no,,kill,kill,b,2,TRUE,17,19,1,-2,8,6,1,0,2,3,0,1
113,1,1,2,2,7,15,5,0,0,outside,hit,1,2,no,jump,,,a,2,FALSE,13,14,3,-1,12,11,3,0,1,2,1,1
117,1,2,3,2,13,15,5,0,0,outside,hit,1,2,no,jump,,,a,2,FALSE,16,15,3,1,9,10,0,1,0,3,1,1
124,1,2,3,3,8,15,5,0,0,outside,hit,1,2,yes,jump,,,b,2,FALSE,20,18,3,2,5,7,1,1,0,2,1,1
128,1,2,9,4,8,15,5,0,0,outside,hit,1,2,no,jump,,,a,2,FALSE,22,20,3,2,3,5,0,1,0,2,1,1
9,2,2,9,3,26,3,6,0,0,bic,free_ball,5,0,no,,,,a,2,FALSE,3,5,1,-2,22,20,1,0,3,1,0,4
86,2,1,7,7,9,11,6,0,0,oppo,hit,1,3,no,,,,a,2,FALSE,0,0,3,0,25,25,2,1,0,2,0,3
123,1,1,3,3,12,11,6,1,1,oppo,off_speed,2,2,no,jump,,,a,2,FALSE,19,18,3,1,6,7,1,0,2,3,1,3
6,4,2,9,9,13,12,6,1,1,quick,hit,1,1,no,,kill,kill,b,2,TRUE,3,3,1,0,22,22,1,0,1,3,0,2
108,3,2,15,15,15,13,6,0,0,quick,free_ball,5,0,no,,,,a,2,FALSE,11,11,3,0,14,14,1,1,0,2,0,2
85,1,1,4,4,13,13,6,1,1,quick,hit,1,2,no,jump,kill,kill,a,2,TRUE,25,13,2,12,0,12,1,1,0,3,1,2
25,1,1,7,7,13,14,6,1,1,quick,tip,4,2,no,float,kill,kill,a,2,TRUE,12,13,1,-1,13,12,2,1,0,3,1,2
4,1,2,9,8,8,15,6,0,0,outside,hit,1,3,yes,float,kill,kill,b,2,TRUE,2,2,1,0,23,23,1,0,1,2,1,1
73,1,1,5,4,8,15,6,0,0,outside,hit,1,2,no,jump,kill,kill,a,2,TRUE,18,8,2,10,7,17,1,1,0,2,1,1
113,4,1,11,12,7,15,6,0,0,outside,hit,1,2,no,,,,a,2,FALSE,13,14,3,-1,12,11,2,0,1,2,0,1
112,1,2,3,2,8,11,7,0,0,oppo,hit,1,2,no,jump,kill,kill,b,2,TRUE,13,14,3,-1,12,11,2,0,1,2,1,3
67,1,2,3,3,13,12,7,1,1,quick,hit,1,2,yes,jump,,,a,2,FALSE,14,5,2,9,11,20,3,3,0,3,1,2
31,2,1,8,8,15,14,7,0,0,oppo,tip,4,2,no,,,,b,2,FALSE,15,15,1,0,10,10,2,1,0,2,0,3
89,3,1,6,6,18,1,8,0,0,oppo,free_ball,5,0,no,,,,a,2,FALSE,2,1,3,1,23,24,1,1,0,1,0,3
90,1,2,10,5,26,10,8,0,0,outside,off_speed,2,2,no,jump,,,b,2,FALSE,3,1,3,2,22,24,3,2,0,1,1,1
115,1,2,7,7,11,11,8,0,0,quick,hit,1,2,no,hybrid,kill,kill,b,2,TRUE,15,15,3,0,10,10,1,0,1,2,1,2
31,1,2,7,7,13,13,8,1,1,quick,hit,1,2,no,jump,,,b,2,FALSE,15,15,1,0,10,10,0,1,0,3,1,2
108,4,1,6,2,13,13,8,1,1,quick,hit,1,2,no,,kill,kill,a,2,TRUE,12,11,3,1,13,14,2,2,0,3,0,2
110,1,1,4,4,13,14,8,1,1,quick,hit,1,2,yes,jump,,,b,2,FALSE,12,12,3,0,13,13,0,0,1,3,1,2
20,2,1,10,10,8,14,8,0,0,quick,hit,1,2,no,,kill,kill,a,2,TRUE,9,11,1,-2,16,14,5,3,0,2,0,2
39,3,1,2,2,9,14,8,1,1,quick,off_speed,2,2,no,,kill,kill,a,2,TRUE,19,20,1,-1,6,5,3,2,0,2,0,2
82,1,2,2,2,4,15,8,0,0,outside,free_ball,5,0,no,jump,,,b,2,FALSE,24,10,2,14,1,15,2,3,0,1,1,1
69,3,1,6,6,13,15,8,1,1,outside,off_speed,2,2,yes,,kill,kill,a,2,TRUE,16,6,2,10,9,19,0,1,0,3,0,1
82,3,2,7,7,15,17,8,0,0,oppo,free_ball,5,0,no,,,,b,2,FALSE,24,10,2,14,1,15,3,3,0,2,0,3
117,2,1,9,9,8,26,8,0,0,outside,blocked,0,2,yes,,,,a,2,FALSE,16,15,3,1,9,10,1,1,0,2,0,1
100,1,2,3,3,13,13,9,1,1,quick,blocked,0,2,yes,jump,,,b,2,FALSE,7,7,3,0,18,18,3,1,0,3,1,2
44,1,2,2,2,13,13,9,1,1,quick,hit,1,1,no,jump,kill,kill,b,2,TRUE,22,22,1,0,3,3,2,0,1,3,1,2
23,1,1,2,2,13,13,9,1,1,bic,hit,1,3,no,jump,kill,kill,a,2,TRUE,11,12,1,-1,14,13,2,1,0,3,1,4
64,1,1,7,8,13,13,9,1,1,quick,tip,4,2,no,float,,,a,2,FALSE,11,5,2,6,14,20,0,0,1,3,1,2
14,3,1,8,7,9,15,9,0,0,outside,blocked,0,3,yes,,kill,kill,b,2,TRUE,6,8,1,-2,19,17,4,0,2,2,0,1
41,3,1,12,13,13,12,10,1,1,quick,off_speed,2,2,yes,,kill,kill,a,2,TRUE,20,21,1,-1,5,4,0,1,0,3,0,2
43,2,1,4,4,13,14,10,1,1,quick,hit,1,2,no,,kill,kill,a,2,TRUE,22,21,1,1,3,4,1,3,0,3,0,2
106,1,1,10,10,13,14,10,1,1,quick,hit,1,2,no,float,,,b,2,FALSE,10,10,3,0,15,15,1,0,1,3,1,2
33,1,1,8,8,13,15,10,1,1,outside,blocked,0,2,yes,float,,,a,2,FALSE,15,17,1,-2,10,8,0,0,2,3,1,1
91,2,2,7,7,4,15,10,0,0,outside,blocked,0,3,yes,,,,b,2,FALSE,3,2,3,1,22,23,2,0,1,1,0,1
95,4,2,12,12,13,15,10,0,0,outside,blocked,0,3,yes,,kill,kill,a,2,TRUE,5,5,3,0,20,20,4,1,0,3,0,1
9,3,1,6,9,13,15,10,1,1,outside,hit,1,1,no,,,,a,2,FALSE,3,5,1,-2,22,20,4,0,3,3,0,1
45,1,1,4,4,12,15,10,1,1,outside,hit,1,2,no,jump,,,a,2,FALSE,22,22,1,0,3,3,2,0,1,3,1,1
11,1,1,8,9,15,15,10,0,0,outside,hit,1,2,no,float,kill,kill,a,2,TRUE,5,6,1,-1,20,19,0,1,0,2,1,1
18,2,2,3,3,14,11,11,1,1,oppo,blocked,0,2,yes,,,,a,2,FALSE,6,11,1,-5,19,14,1,0,5,3,0,3
83,1,1,4,4,13,11,11,1,1,oppo,blocked,0,2,yes,jump,kill,kill,b,2,TRUE,24,12,2,12,1,13,0,0,2,3,1,3
101,1,1,3,3,12,11,11,1,1,oppo,hit,1,2,no,jump,,,b,2,FALSE,7,8,3,-1,18,17,2,0,1,3,1,3
128,4,1,7,7,13,13,11,1,1,bic,roll_shot,3,1,no,,,,a,2,FALSE,22,20,3,2,3,5,1,1,0,3,0,4
113,3,2,15,15,13,14,11,1,1,quick,tip,4,2,no,,,,a,2,FALSE,13,14,3,-1,12,11,1,0,1,3,0,2
89,4,2,8,8,12,11,12,1,1,oppo,blocked,0,1,yes,,kill,kill,a,2,TRUE,3,1,3,2,22,24,3,2,0,3,0,3
69,1,1,3,3,6,11,12,0,0,oppo,blocked,0,2,yes,jump,,,a,2,FALSE,15,6,2,9,10,19,2,0,1,2,1,3
95,3,1,2,2,13,13,12,1,1,bic,roll_shot,3,2,no,,,,a,2,FALSE,4,5,3,-1,21,20,3,0,1,3,0,4
24,1,2,8,3,13,14,12,1,1,quick,hit,1,2,yes,jump,tool,tool,b,2,TRUE,11,13,1,-2,14,12,4,0,1,3,1,2
46,1,2,8,7,12,14,12,1,1,quick,hit,1,2,yes,hybrid,,,a,2,FALSE,23,22,1,1,2,3,6,1,0,3,1,2
37,1,1,4,4,14,11,13,1,1,oppo,blocked,0,2,yes,jump,,,b,2,FALSE,17,19,1,-2,8,6,1,0,2,3,1,3
89,1,2,7,2,13,13,13,1,1,quick,blocked,0,2,yes,jump,,,a,2,FALSE,2,1,3,1,23,24,0,1,0,3,1,2
128,6,1,3,9,12,13,13,1,1,quick,hit,1,2,yes,,,,a,2,FALSE,22,20,3,2,3,5,0,1,0,3,0,2
90,2,1,8,8,13,14,13,1,1,quick,blocked,0,2,yes,,,,b,2,FALSE,3,1,3,2,22,24,1,2,0,3,0,2
71,1,1,3,3,8,14,13,0,0,quick,off_speed,2,2,yes,jump,kill,kill,a,2,TRUE,17,7,2,10,8,18,2,1,0,2,1,2
26,1,2,9,10,8,15,13,0,0,outside,blocked,0,3,yes,float,,,a,2,FALSE,12,13,1,-1,13,12,2,1,0,2,1,1
86,3,2,7,7,8,15,13,0,0,outside,blocked,0,3,yes,,kill,kill,a,2,TRUE,1,0,3,1,24,25,3,2,0,2,0,1
101,3,1,16,11,6,15,13,0,0,outside,blocked,0,2,yes,,kill,kill,b,2,TRUE,7,9,3,-2,18,16,0,0,2,2,0,1
17,1,1,4,4,7,15,14,0,0,outside,blocked,0,2,yes,,kill,kill,b,2,TRUE,6,11,1,-5,19,14,0,0,5,2,0,1
122,1,1,3,3,22,10,15,0,0,outside,blocked,0,3,yes,jump,kill,kill,b,2,TRUE,19,18,3,1,6,7,0,0,2,1,1,1
58,1,1,7,7,13,11,15,0,0,oppo,free_ball,5,0,no,jump,,,b,2,FALSE,7,3,2,4,18,22,1,0,1,3,1,3
39,1,2,2,2,13,14,15,1,1,quick,blocked,0,2,yes,jump,,,a,2,FALSE,18,20,1,-2,7,5,0,1,0,3,1,2
18,3,2,11,6,14,15,15,1,1,outside,blocked,0,2,yes,,kill,kill,a,2,TRUE,7,11,1,-4,18,14,3,1,0,3,0,1
106,3,1,7,7,13,15,15,1,1,outside,blocked,0,2,yes,,kill,kill,b,2,TRUE,10,11,3,-1,15,14,1,0,2,3,0,1
26,2,2,13,9,8,15,15,0,0,outside,blocked,0,3,yes,,kill,kill,a,2,TRUE,13,13,1,0,12,12,1,2,0,2,0,1
45,2,2,9,9,6,15,15,0,0,outside,blocked,0,2,yes,,,,a,2,FALSE,22,22,1,0,3,3,1,0,1,2,0,1
108,1,2,3,3,8,15,15,0,0,outside,blocked,0,2,yes,jump,,,a,2,FALSE,11,11,3,0,14,14,3,1,0,2,1,1
108,2,2,15,15,8,15,15,0,0,outside,blocked,0,2,yes,,,,a,2,FALSE,11,11,3,0,14,14,1,1,0,2,0,1
113,2,2,9,9,7,15,15,0,0,outside,blocked,0,2,yes,,,,a,2,FALSE,13,14,3,-1,12,11,1,0,1,2,0,1
38,1,1,3,3,12,11,16,1,1,oppo,hit,1,2,yes,jump,,,a,2,FALSE,17,20,1,-3,8,5,0,0,3,3,1,3
66,2,1,3,3,13,11,16,1,1,oppo,hit,1,2,yes,,tool,tool,a,2,TRUE,14,5,2,9,11,20,1,3,0,3,0,3
72,1,2,3,3,12,15,16,1,1,outside,hit,1,2,yes,jump,tool,tool,b,2,TRUE,17,8,2,9,8,17,2,0,1,3,1,1
